puzzle_id,expected_solution,agent_solution,is_correct,solve_time,status
6eeed2d8-c9db-49d0-8c80-a717f3e487e0,"{'Irene': {'drink': 'soda', 'color': 'yellow'}, 'Frank': {'drink': 'water', 'color': 'green'}, 'Sara': {'drink': 'juice', 'color': 'red'}}","{'Frank': {'color': 'green', 'drink': 'water'}, 'Irene': {'color': 'yellow', 'drink': 'soda'}, 'Sara': {'color': 'red', 'drink': 'juice'}}",True,18.74,solved
39967fb0-154f-4ae4-9a4d-d1637926ca2d,"{'Frank': {'sport': 'football', 'food': 'pizza'}, 'Eva': {'sport': 'swimming', 'food': 'sushi'}, 'Quinn': {'sport': 'tennis', 'food': 'salad'}}","{'Eva': {'food': 'sushi', 'sport': 'swimming'}, 'Frank': {'food': 'pizza', 'sport': 'football'}, 'Quinn': {'food': 'salad', 'sport': 'tennis'}}",True,8.5,solved
b7b065a7-cdf1-47d8-be17-00bace535887,"{'Quinn': {'animal': 'hamster', 'color': 'green'}, 'David': {'animal': 'bird', 'color': 'red'}, 'Alice': {'animal': 'fish', 'color': 'yellow'}}","{'Alice': {'animal': 'fish', 'color': 'yellow'}, 'David': {'animal': 'bird', 'color': 'red'}, 'Quinn': {'animal': 'hamster', 'color': 'green'}}",True,7.25,solved
b6ee9c1a-fa73-43e7-aab0-2f2496995ecc,"{'Marta': {'sport': 'swimming', 'drink': 'juice'}, 'Bob': {'sport': 'tennis', 'drink': 'water'}, 'Vera': {'sport': 'football', 'drink': 'tea'}}","{'Bob': {'drink': 'water', 'sport': 'tennis'}, 'Marta': {'drink': 'juice', 'sport': 'swimming'}, 'Vera': {'drink': 'tea', 'sport': 'football'}}",True,24.85,solved
638d6476-a6aa-4c5e-bfbb-a823287fa343,"{'Jorge': {'sport': 'swimming', 'animal': 'hamster'}, 'Alice': {'sport': 'football', 'animal': 'fish'}, 'Sara': {'sport': 'tennis', 'animal': 'dog'}}","{'Alice': {'animal': 'fish', 'sport': 'football'}, 'Jorge': {'animal': 'hamster', 'sport': 'swimming'}, 'Sara': {'animal': 'dog', 'sport': 'tennis'}}",True,7.8,solved
f61d62f3-5af4-4e75-81f9-a234df5b1787,"{'Pablo': {'color': 'green', 'food': 'pasta'}, 'Marta': {'color': 'yellow', 'food': 'tacos'}, 'David': {'color': 'blue', 'food': 'sushi'}}","{'David': {'color': 'blue', 'food': 'sushi'}, 'Marta': {'color': 'yellow', 'food': 'tacos'}, 'Pablo': {'color': 'green', 'food': 'pasta'}}",True,15.93,solved
9477dd95-7469-4e17-b5c9-a987af97be61,"{'Olga': {'sport': 'swimming', 'animal': 'fish'}, 'David': {'sport': 'tennis', 'animal': 'bird'}, 'Jorge': {'sport': 'yoga', 'animal': 'hamster'}}","{'David': {'animal': 'bird', 'sport': 'tennis'}, 'Jorge': {'animal': 'hamster', 'sport': 'yoga'}, 'Olga': {'animal': 'fish', 'sport': 'swimming'}}",True,9.71,solved
ca5ac7fb-b582-4fa6-a427-b7307ff86530,"{'Hugo': {'color': 'green', 'city': 'Rome'}, 'Carol': {'color': 'red', 'city': 'Paris'}, 'Marta': {'color': 'purple', 'city': 'Madrid'}}","{'Carol': {'city': 'Paris', 'color': 'red'}, 'Hugo': {'city': 'Rome', 'color': 'green'}, 'Marta': {'city': 'Madrid', 'color': 'purple'}}",True,7.74,solved
b5b3ea48-4a82-47e6-b0a2-0113c7c1340b,"{'Olga': {'color': 'green', 'city': 'London'}, 'Pablo': {'color': 'blue', 'city': 'Madrid'}, 'Hugo': {'color': 'yellow', 'city': 'Berlin'}}","{'Hugo': {'city': 'Berlin', 'color': 'yellow'}, 'Olga': {'city': 'London', 'color': 'green'}, 'Pablo': {'city': 'Madrid', 'color': 'blue'}}",True,7.77,solved
8dac75fd-96ac-42f4-b53e-74d1cd000e41,"{'Olga': {'color': 'green', 'sport': 'tennis'}, 'Quinn': {'color': 'yellow', 'sport': 'basketball'}, 'Eva': {'color': 'blue', 'sport': 'swimming'}}","{'Eva': {'color': 'blue', 'sport': 'swimming'}, 'Olga': {'color': 'green', 'sport': 'tennis'}, 'Quinn': {'color': 'yellow', 'sport': 'basketball'}}",True,7.66,solved
513e95bf-c0fd-4ec5-8c81-b60fc45478db,"{'Eva': {'drink': 'soda', 'city': 'Paris'}, 'Bob': {'drink': 'juice', 'city': 'Berlin'}, 'Jorge': {'drink': 'water', 'city': 'Madrid'}}","{'Bob': {'city': 'Berlin', 'drink': 'juice'}, 'Eva': {'city': 'Paris', 'drink': 'soda'}, 'Jorge': {'city': 'Madrid', 'drink': 'water'}}",True,10.61,solved
f04e587f-024c-4c1e-bab6-b14443acb920,"{'Jorge': {'city': 'Paris', 'food': 'pasta'}, 'Alice': {'city': 'Berlin', 'food': 'pizza'}, 'Carol': {'city': 'London', 'food': 'salad'}}","{'Alice': {'city': 'London', 'food': 'salad'}, 'Carol': {'city': 'Paris', 'food': 'pizza'}, 'Jorge': {'city': 'Berlin', 'food': 'pasta'}}",False,26.43,solved
cf382408-5967-447a-b773-6df329b77279,"{'Hugo': {'animal': 'hamster', 'drink': 'tea'}, 'Pablo': {'animal': 'cat', 'drink': 'juice'}, 'Olga': {'animal': 'fish', 'drink': 'water'}}","{'Hugo': {'animal': 'hamster', 'drink': 'tea'}, 'Olga': {'animal': 'fish', 'drink': 'water'}, 'Pablo': {'animal': 'cat', 'drink': 'juice'}}",True,14.1,solved
7dd2b6be-391d-4791-ae79-cf42ca2c63c8,"{'Nico': {'city': 'Rome', 'animal': 'cat'}, 'Pablo': {'city': 'Madrid', 'animal': 'bird'}, 'Vera': {'city': 'Berlin', 'animal': 'fish'}}","{'Nico': {'animal': 'cat', 'city': 'Rome'}, 'Pablo': {'animal': 'bird', 'city': 'Madrid'}, 'Vera': {'animal': 'fish', 'city': 'Berlin'}}",True,12.75,solved
4a1e233e-5da4-49da-b73d-121902acdd0e,"{'Grace': {'drink': 'tea', 'animal': 'bird'}, 'Nico': {'drink': 'coffee', 'animal': 'fish'}, 'David': {'drink': 'soda', 'animal': 'dog'}}","{'David': {'animal': 'dog', 'drink': 'soda'}, 'Grace': {'animal': 'bird', 'drink': 'tea'}, 'Nico': {'animal': 'fish', 'drink': 'coffee'}}",True,7.78,solved
7b6a1836-d0d4-442b-8b24-57a72415e462,"{'Bob': {'animal': 'hamster', 'drink': 'soda'}, 'Frank': {'animal': 'fish', 'drink': 'water'}, 'Eva': {'animal': 'cat', 'drink': 'coffee'}}","{'Bob': {'animal': 'hamster', 'drink': 'soda'}, 'Eva': {'animal': 'cat', 'drink': 'coffee'}, 'Frank': {'animal': 'fish', 'drink': 'water'}}",True,11.19,solved
d2e60b0f-73c6-4a78-9686-497001af7707,"{'Bob': {'drink': 'tea', 'sport': 'basketball'}, 'Frank': {'drink': 'juice', 'sport': 'yoga'}, 'Pablo': {'drink': 'water', 'sport': 'football'}}","{'Bob': {'drink': 'tea', 'sport': 'basketball'}, 'Frank': {'drink': 'juice', 'sport': 'yoga'}, 'Pablo': {'drink': 'water', 'sport': 'football'}}",True,8.05,solved
cc1c7131-9ae9-4a92-aac0-f679e90471b1,"{'Hugo': {'city': 'Paris', 'sport': 'football'}, 'Nico': {'city': 'London', 'sport': 'basketball'}, 'Pablo': {'city': 'Rome', 'sport': 'swimming'}}","{'Hugo': {'city': 'Paris', 'sport': 'football'}, 'Nico': {'city': 'London', 'sport': 'basketball'}, 'Pablo': {'city': 'Rome', 'sport': 'swimming'}}",True,16.71,solved
77c135d8-be82-4d46-8367-c92892ae60e0,"{'Bob': {'drink': 'soda', 'food': 'pasta'}, 'Vera': {'drink': 'coffee', 'food': 'sushi'}, 'Nico': {'drink': 'tea', 'food': 'salad'}}","{'Bob': {'drink': 'soda', 'food': 'pasta'}, 'Nico': {'drink': 'tea', 'food': 'salad'}, 'Vera': {'drink': 'coffee', 'food': 'sushi'}}",True,7.92,solved
b39c6334-4073-449a-9d67-b40032873b28,"{'David': {'food': 'salad', 'city': 'Paris'}, 'Grace': {'food': 'sushi', 'city': 'London'}, 'Jorge': {'food': 'pizza', 'city': 'Madrid'}}","{'David': {'city': 'Paris', 'food': 'salad'}, 'Grace': {'city': 'London', 'food': 'sushi'}, 'Jorge': {'city': 'Madrid', 'food': 'pizza'}}",True,7.78,solved
28b23489-38e1-429a-be60-eaab70376afb,"{'David': {'city': 'Paris', 'animal': 'bird'}, 'Alice': {'city': 'Madrid', 'animal': 'cat'}, 'Marta': {'city': 'Berlin', 'animal': 'hamster'}}","{'Alice': {'animal': 'cat', 'city': 'Madrid'}, 'David': {'animal': 'bird', 'city': 'Paris'}, 'Marta': {'animal': 'hamster', 'city': 'Berlin'}}",True,33.64,solved
b2cf6c8a-520f-4f5e-a566-e46fca0dc42b,"{'Bob': {'color': 'green', 'animal': 'cat'}, 'Jorge': {'color': 'blue', 'animal': 'fish'}, 'Vera': {'color': 'yellow', 'animal': 'hamster'}}","{'Bob': {'animal': 'cat', 'color': 'green'}, 'Jorge': {'animal': 'fish', 'color': 'blue'}, 'Vera': {'animal': 'hamster', 'color': 'yellow'}}",True,10.46,solved
63939890-e7d1-4ef1-b87c-736f93a74c8e,"{'Hugo': {'sport': 'football', 'color': 'purple'}, 'Olga': {'sport': 'basketball', 'color': 'yellow'}, 'Sara': {'sport': 'swimming', 'color': 'green'}}","{'Hugo': {'color': 'purple', 'sport': 'football'}, 'Olga': {'color': 'yellow', 'sport': 'basketball'}, 'Sara': {'color': 'green', 'sport': 'swimming'}}",True,8.05,solved
27447cc8-5c95-45db-a5e8-c7982f038f31,"{'Hugo': {'animal': 'cat', 'city': 'Rome'}, 'Grace': {'animal': 'fish', 'city': 'Berlin'}, 'Bob': {'animal': 'hamster', 'city': 'Madrid'}}","{'Bob': {'animal': 'hamster', 'city': 'Madrid'}, 'Grace': {'animal': 'fish', 'city': 'Berlin'}, 'Hugo': {'animal': 'cat', 'city': 'Rome'}}",True,8.11,solved
d84720b5-bdb1-4224-827e-663d92d5a936,"{'Irene': {'city': 'Rome', 'food': 'salad'}, 'Grace': {'city': 'Paris', 'food': 'pizza'}, 'Marta': {'city': 'Madrid', 'food': 'pasta'}}","{'Grace': {'city': 'Paris', 'food': 'pizza'}, 'Irene': {'city': 'Rome', 'food': 'salad'}, 'Marta': {'city': 'Madrid', 'food': 'pasta'}}",True,24.67,solved
2afe6479-f472-40f1-86d5-47ab7e620431,"{'Hugo': {'color': 'purple', 'food': 'pizza'}, 'Grace': {'color': 'yellow', 'food': 'sushi'}, 'Bob': {'color': 'blue', 'food': 'tacos'}}","{'Bob': {'color': 'blue', 'food': 'tacos'}, 'Grace': {'color': 'yellow', 'food': 'sushi'}, 'Hugo': {'color': 'purple', 'food': 'pizza'}}",True,10.7,solved
d5235c33-4365-4487-9b32-80e8b2edea7e,"{'Olga': {'city': 'Madrid', 'food': 'pizza'}, 'Grace': {'city': 'Berlin', 'food': 'salad'}, 'Jorge': {'city': 'London', 'food': 'pasta'}}","{'Grace': {'city': 'Berlin', 'food': 'salad'}, 'Jorge': {'city': 'London', 'food': 'pasta'}, 'Olga': {'city': 'Madrid', 'food': 'pizza'}}",True,6.68,solved
448bb717-cf37-4f89-8e42-e71696bce248,"{'Alice': {'city': 'London', 'animal': 'fish'}, 'Hugo': {'city': 'Rome', 'animal': 'dog'}, 'Quinn': {'city': 'Madrid', 'animal': 'bird'}}","{'Alice': {'animal': 'fish', 'city': 'London'}, 'Hugo': {'animal': 'dog', 'city': 'Rome'}, 'Quinn': {'animal': 'bird', 'city': 'Madrid'}}",True,7.41,solved
bc7b7345-74bd-4f20-bc24-45717d469ab7,"{'Pablo': {'sport': 'tennis', 'food': 'sushi'}, 'Jorge': {'sport': 'football', 'food': 'salad'}, 'Bob': {'sport': 'basketball', 'food': 'pasta'}}","{'Bob': {'food': 'pasta', 'sport': 'basketball'}, 'Jorge': {'food': 'salad', 'sport': 'football'}, 'Pablo': {'food': 'sushi', 'sport': 'tennis'}}",True,7.69,solved
73469d89-39b7-413e-95a9-e93c591491b2,"{'Marta': {'animal': 'fish', 'food': 'salad'}, 'Frank': {'animal': 'dog', 'food': 'pasta'}, 'Hugo': {'animal': 'bird', 'food': 'sushi'}}","{'Frank': {'animal': 'dog', 'food': 'pasta'}, 'Hugo': {'animal': 'bird', 'food': 'sushi'}, 'Marta': {'animal': 'fish', 'food': 'salad'}}",True,7.52,solved
1d45b4ff-6133-462a-887d-910b1c58a0be,"{'Nico': {'drink': 'coffee', 'animal': 'fish'}, 'Irene': {'drink': 'tea', 'animal': 'dog'}, 'Marta': {'drink': 'soda', 'animal': 'bird'}}","{'Irene': {'animal': 'dog', 'drink': 'tea'}, 'Marta': {'animal': 'bird', 'drink': 'soda'}, 'Nico': {'animal': 'fish', 'drink': 'coffee'}}",True,7.31,solved
049f5669-9652-454b-b6a6-938a56ee7d55,"{'Bob': {'color': 'red', 'sport': 'swimming'}, 'Alice': {'color': 'yellow', 'sport': 'yoga'}, 'Pablo': {'color': 'green', 'sport': 'football'}}","{'Alice': {'color': 'yellow', 'sport': 'yoga'}, 'Bob': {'color': 'red', 'sport': 'swimming'}, 'Pablo': {'color': 'green', 'sport': 'football'}}",True,8.86,solved
309b3266-94c7-4125-8d38-e46ac5600094,"{'Nico': {'color': 'red', 'animal': 'cat'}, 'Eva': {'color': 'purple', 'animal': 'hamster'}, 'Alice': {'color': 'yellow', 'animal': 'fish'}}","{'Alice': {'animal': 'fish', 'color': 'yellow'}, 'Eva': {'animal': 'hamster', 'color': 'purple'}, 'Nico': {'animal': 'cat', 'color': 'red'}}",True,7.97,solved
